Source     RA            DEC           Sp.type   Mv      SiC        PAH1_1     PAH1       ARIII      SIV_1      SIV        PAH2_1     SIV_2      PAH2       PAH2_2     NEII_1     NEII       NEII_2     Q0         QH2        Q1         Q2         Q3         Q4         Q7         Q8         Error
HD189831   20 03 33.450 -37 56 26.79   K5III     6.214   8.295775  14.357736  13.589751  12.730371  10.877714  10.227416   9.840526   9.342459   9.071535   7.819811   7.373045   7.043214   6.792955   4.188601   3.913948   3.675207   3.297844   3.055610   2.821267   2.224229   1.970726   .1570E+01
HD196321   20 36 43.641 -02 32 59.65   K5II      6.534  11.512939  19.925512  18.860180  17.667509  15.095031  14.194667  13.656830  12.964787  12.589490  10.852691  10.233084   9.773254   9.427329   5.812928   5.432199   5.100422   4.576388   4.240427   3.914872   3.086156   2.734119   .1782E+01
HD198048   20 49 28.971 -46 13 36.82   K5III     6.451  10.074402  17.435877  16.503971  15.460142  13.209887  12.420932  11.950868  11.345704  11.016526   9.496347   8.954675   8.551319   8.249636   5.086460   4.753124   4.463288   4.004725   3.710612   3.426320   2.700722   2.394013   .1805E+01
HD199697   20 58 16.351 +22 19 33.27   K3.5III   6.745   4.763437   8.518535   7.914260   7.429841   6.502854   6.036555   5.707542   5.347147   5.197675   4.494437   4.233352   4.042223   3.903535   2.432595   2.277273   2.136436   1.907624   1.752036   1.604536   1.260350   1.119068   .1677E+01
HD211416   22 18 30.099 -60 15 34.59   K3III      4.25  40.985882  73.300720  68.095009  63.923294  55.952515  51.932796  49.104797  46.006126  44.726154  38.671898  36.424423  34.780495  33.585800  20.929722  19.593502  18.383505  16.417633  15.074667  13.806580  10.844942   9.628826   .1703E+01
HD216149   22 51 02.170 -39 09 24.79   M0III     6.886   4.633972   7.768366   7.396570   6.911816   6.104418   5.715750   5.493219   5.178350   5.042588   4.379965   4.123127   3.937343   3.802320   2.373217   2.221971   2.084892   1.862360   1.710382   1.566659   1.231064   1.093199   .1619E+01
HD217902   23 04 39.623 -53 57 53.59   K5III     6.867   6.043091  10.460057   9.900148   9.274317   7.923663   7.451108   7.168702   6.804736   6.608256   5.696443   5.370883   5.130385   4.948502   3.050964   2.851484   2.677141   2.402192   2.226292   2.054873   1.619902   1.435695   .1817E+01
HD220009   23 20 20.592 +05 22 52.60   K2III     6.284   4.813382   8.893880   8.280883   7.641560   6.487340   5.992371   5.733075   5.423833   5.266862   4.538362   4.277406   4.084091   3.942121   2.437638   2.284231   2.158134   1.960981   1.808900   1.640802   1.290035   1.145019   .1717E+01
HD220440   23 24 13.316 -51 53 28.65   M0III     7.370   6.112534  10.247568   9.756699   9.116337   8.052277   7.539326   7.245731   6.831175   6.651221   5.778456   5.438568   5.193704   5.015642   3.130662   2.931020   2.750098   2.456481   2.256316   2.066511   1.623847   1.442046   .1770E+01
HD220954   23 27 58.104 +06 22 44.24   K0.5III   5.346   5.386356  10.632524   9.852833   9.018513   7.312552   6.748816   6.446904   6.066750   5.880360   5.075012   4.743169   4.590162   4.446248   2.762855   2.586037   2.425330   2.165110   1.987900   1.819942   1.428677   1.268185   .1548E+01
HD224630   23 59 27.875 -29 29 06.71   K5III     7.234   6.605444  11.459613  10.758362  10.032406   8.574006   8.078224   7.784256   7.409858   7.201108   6.242127   5.902366   5.646367   5.448476   3.364160   3.144737   2.953580   2.650773   2.456523   2.268301   1.788403   1.585297   .1816E+01
